,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
0,2020-08-19大　村ヴィーナスシリーズ第１０戦1R,1,4720,7.02,1,西澤日花,26,長崎,44,B2,3.97,15.79,3.65,13.46,31.25,41.38
1,2020-08-19大　村ヴィーナスシリーズ第１０戦1R,2,5088,6.97,5,高憧四季,20,大阪,47,B1,1.74,2.13,1.4,0.0,56.76,42.22
2,2020-08-19大　村ヴィーナスシリーズ第１０戦1R,3,5069,6.95,4,山崎小葉,19,群馬,44,B1,2.76,4.29,0.0,0.0,37.84,38.46
3,2020-08-19大　村ヴィーナスシリーズ第１０戦1R,4,4088,6.96,3,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
4,2020-08-19大　村ヴィーナスシリーズ第１０戦1R,5,4947,6.98,2,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,41.67,36.54
5,2020-08-19大　村ヴィーナスシリーズ第１０戦1R,6,5013,6.96,6,山下夏鈴,23,三重,45,B1,3.18,12.5,3.0,10.53,51.35,37.21
6,2020-08-19大　村ヴィーナスシリーズ第１０戦2R,1,4844,7.01,1,村上奈穂,27,広島,48,B1,4.06,18.18,4.89,21.05,43.59,25.71
7,2020-08-19大　村ヴィーナスシリーズ第１０戦2R,2,4963,6.99,6,實森美祐,23,広島,47,B1,5.44,35.16,4.83,33.33,35.29,31.43
8,2020-08-19大　村ヴィーナスシリーズ第１０戦2R,3,3182,6.98,2,久保田美,55,群馬,50,B1,3.71,20.83,3.0,4.17,34.29,33.33
9,2020-08-19大　村ヴィーナスシリーズ第１０戦2R,4,5129,6.99,4,山口真喜,23,長崎,49,B2,1.41,0.0,1.0,0.0,37.84,33.33
10,2020-08-19大　村ヴィーナスシリーズ第１０戦2R,5,4924,6.99,3,中北　涼,27,長崎,46,B1,3.63,14.81,3.28,8.0,32.26,32.43
11,2020-08-19大　村ヴィーナスシリーズ第１０戦2R,6,5140,6.98,5,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
12,2020-08-19大　村ヴィーナスシリーズ第１０戦3R,1,5057,6.92,1,上田紗奈,24,大阪,45,B1,3.77,22.08,2.04,8.33,46.88,44.12
13,2020-08-19大　村ヴィーナスシリーズ第１０戦3R,2,4289,6.98,2,落合直子,35,大阪,46,A1,5.87,38.2,5.69,48.98,31.58,32.43
14,2020-08-19大　村ヴィーナスシリーズ第１０戦3R,3,4464,6.94,4,山下友貴,34,静岡,43,A2,5.5,30.26,3.71,11.76,35.48,42.5
15,2020-08-19大　村ヴィーナスシリーズ第１０戦3R,4,4870,6.98,3,新田有理,28,広島,45,B1,4.41,23.33,4.19,18.75,33.33,35.29
16,2020-08-19大　村ヴィーナスシリーズ第１０戦3R,5,4998,6.95,6,中村かな,26,東京,45,B1,3.86,20.0,1.13,0.0,33.33,40.0
17,2020-08-19大　村ヴィーナスシリーズ第１０戦3R,6,5079,7.0,5,大石真央,22,静岡,47,B2,1.88,0.0,0.0,0.0,36.84,34.29
18,2020-08-19大　村ヴィーナスシリーズ第１０戦4R,1,4974,6.99,1,安井瑞紀,27,岡山,49,B1,4.6,25.29,2.5,7.14,31.82,40.54
19,2020-08-19大　村ヴィーナスシリーズ第１０戦4R,2,4473,6.98,3,藤堂里香,33,福井,44,B2,3.8,16.33,4.82,36.36,31.43,44.19
20,2020-08-19大　村ヴィーナスシリーズ第１０戦4R,3,3334,6.91,4,角ひとみ,51,広島,45,A2,5.3,34.38,0.0,0.0,42.86,54.05
21,2020-08-19大　村ヴィーナスシリーズ第１０戦4R,4,4689,7.02,6,豊田　結,27,静岡,56,B1,4.27,21.0,3.94,11.76,45.71,53.33
22,2020-08-19大　村ヴィーナスシリーズ第１０戦4R,5,4825,6.96,2,倉持莉々,26,東京,50,A2,5.86,33.85,4.57,13.04,48.39,40.0
23,2020-08-19大　村ヴィーナスシリーズ第１０戦4R,6,5108,7.0,5,柴田愛梨,21,群馬,47,B2,1.48,0.0,0.0,0.0,41.18,36.84
24,2020-08-19大　村ヴィーナスシリーズ第１０戦5R,1,3618,6.93,1,海野ゆか,46,広島,44,A2,6.48,46.51,6.88,53.85,38.24,37.14
25,2020-08-19大　村ヴィーナスシリーズ第１０戦5R,2,4556,6.99,3,竹井奈美,31,福岡,47,A1,6.88,54.44,7.67,77.78,43.33,40.0
26,2020-08-19大　村ヴィーナスシリーズ第１０戦5R,3,4758,7.01,5,富樫麗加,30,東京,51,A2,6.03,41.44,5.62,30.77,54.55,37.04
27,2020-08-19大　村ヴィーナスシリーズ第１０戦5R,4,5019,6.94,2,柴田百恵,20,静岡,45,B1,4.25,18.45,1.5,0.0,31.58,36.36
28,2020-08-19大　村ヴィーナスシリーズ第１０戦5R,5,4478,6.91,4,櫻本あゆ,32,東京,46,A2,6.44,50.59,0.0,0.0,34.29,43.24
29,2020-08-19大　村ヴィーナスシリーズ第１０戦5R,6,5013,6.93,6,山下夏鈴,23,三重,45,B1,3.18,12.5,3.0,10.53,51.35,37.21
30,2020-08-19大　村ヴィーナスシリーズ第１０戦6R,1,4208,6.94,1,三浦永理,37,静岡,47,B1,6.0,47.62,5.2,30.0,31.91,42.42
31,2020-08-19大　村ヴィーナスシリーズ第１０戦6R,2,5088,6.96,4,高憧四季,20,大阪,47,B1,1.74,2.13,1.4,0.0,56.76,42.22
32,2020-08-19大　村ヴィーナスシリーズ第１０戦6R,3,4482,6.94,5,守屋美穂,31,岡山,44,A1,7.43,56.03,7.18,60.71,33.33,25.71
33,2020-08-19大　村ヴィーナスシリーズ第１０戦6R,4,4964,7.0,2,土屋　南,23,岡山,48,A2,6.12,41.73,5.49,35.9,31.58,32.35
34,2020-08-19大　村ヴィーナスシリーズ第１０戦6R,5,4408,6.94,6,仁科さや,34,長崎,48,B2,3.93,22.22,3.5,8.33,35.9,27.78
35,2020-08-19大　村ヴィーナスシリーズ第１０戦6R,6,3182,7.01,3,久保田美,55,群馬,50,B1,3.71,20.83,3.0,4.17,34.29,33.33
36,2020-08-19大　村ヴィーナスシリーズ第１０戦7R,1,4546,6.94,1,浜田亜理,32,埼玉,47,A2,5.99,41.24,6.27,45.45,40.0,38.89
37,2020-08-19大　村ヴィーナスシリーズ第１０戦7R,2,4502,6.92,3,遠藤エミ,32,滋賀,44,A1,6.62,39.08,8.79,75.0,51.72,35.71
38,2020-08-19大　村ヴィーナスシリーズ第１０戦7R,3,5003,6.96,4,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.0,30.23,29.41
39,2020-08-19大　村ヴィーナスシリーズ第１０戦7R,4,4443,6.99,5,津田裕絵,33,山口,48,B1,4.42,21.35,6.35,49.02,40.63,26.32
40,2020-08-19大　村ヴィーナスシリーズ第１０戦7R,5,4997,6.98,2,濱崎寿里,27,埼玉,50,B2,2.18,5.13,1.63,0.0,36.11,67.65
41,2020-08-19大　村ヴィーナスシリーズ第１０戦7R,6,5140,6.96,6,吉田彩乃,19,静岡,52,B2,1.15,0.0,0.0,0.0,30.0,38.46
42,2020-08-19大　村ヴィーナスシリーズ第１０戦8R,1,4117,6.95,1,廣中智紗,39,東京,45,A2,6.53,44.57,7.27,60.0,45.95,47.5
43,2020-08-19大　村ヴィーナスシリーズ第１０戦8R,2,4123,6.99,5,細川裕子,38,愛知,48,A1,6.8,55.17,5.75,25.0,42.42,41.67
44,2020-08-19大　村ヴィーナスシリーズ第１０戦8R,3,3611,6.92,2,岩崎芳美,48,徳島,48,A1,6.27,43.81,4.38,18.75,53.33,30.77
45,2020-08-19大　村ヴィーナスシリーズ第１０戦8R,4,3871,6.94,6,池田紫乃,44,長崎,44,A2,4.81,29.33,4.67,32.69,42.42,30.77
46,2020-08-19大　村ヴィーナスシリーズ第１０戦8R,5,4947,6.97,3,間庭菜摘,28,福岡,48,B2,2.74,7.41,1.75,6.25,41.67,36.54
47,2020-08-19大　村ヴィーナスシリーズ第１０戦8R,6,5079,6.95,4,大石真央,22,静岡,47,B2,1.88,0.0,0.0,0.0,36.84,34.29
48,2020-08-19大　村ヴィーナスシリーズ第１０戦9R,1,4758,6.98,1,富樫麗加,30,東京,51,A2,6.03,41.44,5.62,30.77,54.55,37.04
49,2020-08-19大　村ヴィーナスシリーズ第１０戦9R,2,4963,6.94,2,實森美祐,23,広島,47,B1,5.44,35.16,4.83,33.33,35.29,31.43
50,2020-08-19大　村ヴィーナスシリーズ第１０戦9R,3,4289,6.98,3,落合直子,35,大阪,46,A1,5.87,38.2,5.69,48.98,31.58,32.43
51,2020-08-19大　村ヴィーナスシリーズ第１０戦9R,4,3175,6.97,5,渡辺千草,56,東京,49,A2,5.75,30.43,4.8,20.0,36.84,52.27
52,2020-08-19大　村ヴィーナスシリーズ第１０戦9R,5,4088,6.95,4,野田祥子,40,長崎,47,B1,4.66,30.26,4.54,25.88,32.43,29.17
53,2020-08-19大　村ヴィーナスシリーズ第１０戦9R,6,4183,6.98,6,宇野弥生,34,愛知,47,A1,5.61,37.31,5.05,21.05,52.63,40.0
54,2020-08-19大　村ヴィーナスシリーズ第１０戦10R,1,4556,6.96,1,竹井奈美,31,福岡,47,A1,6.88,54.44,7.67,77.78,43.33,40.0
55,2020-08-19大　村ヴィーナスシリーズ第１０戦10R,2,4464,6.96,3,山下友貴,34,静岡,43,A2,5.5,30.26,3.71,11.76,35.48,42.5
56,2020-08-19大　村ヴィーナスシリーズ第１０戦10R,3,5003,6.98,5,来田衣織,24,兵庫,48,B1,3.41,13.51,1.13,0.0,30.23,29.41
57,2020-08-19大　村ヴィーナスシリーズ第１０戦10R,4,4791,6.95,2,黒澤めぐ,30,東京,49,B1,5.42,35.94,3.78,11.11,36.11,38.64
58,2020-08-19大　村ヴィーナスシリーズ第１０戦10R,5,4964,6.99,4,土屋　南,23,岡山,48,A2,6.12,41.73,5.49,35.9,31.58,32.35
59,2020-08-19大　村ヴィーナスシリーズ第１０戦10R,6,3334,6.93,6,角ひとみ,51,広島,45,A2,5.3,34.38,0.0,0.0,42.86,54.05
60,2020-08-19大　村ヴィーナスシリーズ第１０戦11R,1,4123,7.0,1,細川裕子,38,愛知,48,A1,6.8,55.17,5.75,25.0,42.42,41.67
61,2020-08-19大　村ヴィーナスシリーズ第１０戦11R,2,4482,6.93,4,守屋美穂,31,岡山,44,A1,7.43,56.03,7.18,60.71,33.33,25.71
62,2020-08-19大　村ヴィーナスシリーズ第１０戦11R,3,4689,6.95,2,豊田　結,27,静岡,56,B1,4.27,21.0,3.94,11.76,45.71,53.33
63,2020-08-19大　村ヴィーナスシリーズ第１０戦11R,4,4546,6.95,3,浜田亜理,32,埼玉,47,A2,5.99,41.24,6.27,45.45,40.0,38.89
64,2020-08-19大　村ヴィーナスシリーズ第１０戦11R,5,4478,6.93,6,櫻本あゆ,32,東京,46,A2,6.44,50.59,0.0,0.0,34.29,43.24
65,2020-08-19大　村ヴィーナスシリーズ第１０戦11R,6,5057,6.91,5,上田紗奈,24,大阪,45,B1,3.77,22.08,2.04,8.33,46.88,44.12
66,2020-08-19大　村ヴィーナスシリーズ第１０戦12R,1,3618,6.93,2,海野ゆか,46,広島,44,A2,6.48,46.51,6.88,53.85,38.24,37.14
67,2020-08-19大　村ヴィーナスシリーズ第１０戦12R,2,4208,6.95,3,三浦永理,37,静岡,47,B1,6.0,47.62,5.2,30.0,31.91,42.42
68,2020-08-19大　村ヴィーナスシリーズ第１０戦12R,3,4502,6.9,1,遠藤エミ,32,滋賀,44,A1,6.62,39.08,8.79,75.0,51.72,35.71
69,2020-08-19大　村ヴィーナスシリーズ第１０戦12R,4,4183,6.97,4,宇野弥生,34,愛知,47,A1,5.61,37.31,5.05,21.05,52.63,40.0
70,2020-08-19大　村ヴィーナスシリーズ第１０戦12R,5,4825,6.95,5,倉持莉々,26,東京,50,A2,5.86,33.85,4.57,13.04,48.39,40.0
71,2020-08-19大　村ヴィーナスシリーズ第１０戦12R,6,3611,6.95,6,岩崎芳美,48,徳島,48,A1,6.27,43.81,4.38,18.75,53.33,30.77
72,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,1,4831,6.86,1,羽野直也,25,福岡,54,A1,7.18,55.73,6.92,48.25,29.55,36.62
73,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,2,4607,6.82,2,鶴田勇雄,31,福岡,51,B1,5.37,26.85,6.1,42.7,26.67,46.15
74,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,3,3998,6.89,3,冨成謙児,41,佐賀,52,B1,4.98,26.77,4.7,25.0,38.3,40.0
75,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,4,3964,6.87,4,宮地博士,41,長崎,54,B1,4.27,14.85,3.34,3.13,24.39,27.4
76,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,5,5144,6.87,6,中尾彩香,19,福岡,47,B2,1.0,0.0,1.0,0.0,26.67,30.67
77,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦1R,6,4674,6.91,5,池田剛規,33,福岡,51,B1,5.12,33.33,4.14,21.43,23.81,23.08
78,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,1,4256,6.82,1,渡辺浩司,36,福岡,51,A1,7.16,58.02,7.23,59.74,37.5,41.56
79,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,2,4329,6.83,2,小松卓司,37,福岡,50,B1,5.01,29.17,5.2,29.76,25.58,24.66
80,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,3,4346,6.88,3,前田健太,35,福岡,56,B1,4.6,21.77,4.94,31.96,32.73,35.53
81,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,4,4485,6.87,4,楠原正剛,34,福岡,56,A2,5.48,32.04,4.37,25.0,29.55,41.89
82,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,5,3804,6.84,6,中渡修作,46,福岡,53,B1,5.13,30.43,5.84,35.09,36.36,28.36
83,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦2R,6,4555,6.82,5,富永大一,31,福岡,53,B1,3.74,17.24,4.58,23.29,43.75,37.14
84,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,1,4932,6.83,3,新開　航,24,福岡,50,A1,6.16,40.74,5.73,37.44,20.45,19.7
85,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,2,4402,6.86,1,乙藤智史,35,福岡,52,A2,6.14,41.82,6.15,42.0,28.89,28.99
86,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,3,4957,6.89,6,竹之内極,25,福岡,56,B1,4.18,19.48,2.6,7.69,25.0,40.51
87,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,4,4695,6.84,4,尾崎雄二,34,長崎,53,B1,3.93,17.89,3.81,18.75,29.55,19.05
88,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,5,4498,6.79,5,宮本夏樹,33,長崎,53,A2,5.4,30.95,5.28,40.0,44.68,33.33
89,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦3R,6,5008,6.85,2,羽野　諒,23,福岡,53,B1,3.01,4.0,2.6,4.73,29.27,13.24
90,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦4R,1,3188,6.74,1,日高逸子,58,福岡,47,A1,6.5,48.33,6.49,49.28,48.21,23.19
91,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦4R,2,4349,6.84,2,犬童千秋,34,福岡,48,B1,5.23,32.95,3.17,0.0,30.23,25.0
92,2020-08-19芦　屋九スポ杯争奪オール九州選抜戦4R,3,4694,6.84,5,高田　綾,35,福岡,45,B1,4.15,11.9,4.2,9.76,42.11,27.03
